,2020/3/2,2020/3/3,2020/3/4,2020/3/5,2020/3/6,2020/3/7,2020/3/8,2020/3/9,2020/3/10,2020/3/11,2020/3/12,2020/3/13,2020/3/14,2020/3/15,2020/3/16,2020/3/17,2020/3/18,2020/3/19,2020/3/20,2020/3/21,2020/3/22,2020/3/23,2020/3/24,2020/3/25,2020/3/26,2020/3/27,2020/3/28,2020/3/29,2020/3/30,2020/3/31,2020/4/1,2020/4/2,2020/4/3,2020/4/4,2020/4/5,2020/4/6,2020/4/7,2020/4/8,2020/4/9,2020/4/10,2020/4/11,2020/4/12,2020/4/13,2020/4/14,2020/4/15,2020/4/16,2020/4/17,2020/4/18,2020/4/19,2020/4/20,2020/4/21,2020/4/22,2020/4/23,2020/4/24,2020/4/25,2020/4/26,2020/4/27,2020/4/28,2020/4/29,2020/4/30,2020/5/1,2020/5/2,2020/5/3,2020/5/4,2020/5/5,2020/5/6,2020/5/7,2020/5/8,2020/5/9,2020/5/10,2020/5/11,2020/5/12,2020/5/13,2020/5/14,2020/5/15,2020/5/16,2020/5/17,2020/5/18,2020/5/19,2020/5/20,2020/5/21,2020/5/22,2020/5/23,2020/5/24,2020/5/25,2020/5/26,2020/5/27,2020/5/28,2020/5/29,2020/5/30,2020/5/31,2020/6/1,2020/6/2,2020/6/3,2020/6/4,2020/6/5,2020/6/6,2020/6/7,2020/6/8,2020/6/9,2020/6/10,2020/6/11,2020/6/12,2020/6/13,2020/6/14,2020/6/15,2020/6/16,2020/6/17,2020/6/18,2020/6/19,2020/6/20,2020/6/21,2020/6/22,2020/6/23,2020/6/24,2020/6/25,2020/6/26,2020/6/27,2020/6/28,2020/6/29,2020/6/30,2020/7/1,2020/7/2,2020/7/3,2020/7/4,2020/7/5,2020/7/6,2020/7/7,2020/7/8,2020/7/9,2020/7/10,2020/7/11,2020/7/12,2020/7/13,2020/7/14,2020/7/15,2020/7/16,2020/7/17,2020/7/18,2020/7/19,2020/7/20,2020/7/21,2020/7/22,2020/7/23,2020/7/24,2020/7/25,2020/7/26,2020/7/27,2020/7/28,2020/7/29,2020/7/30,2020/7/31,2020/8/1,2020/8/2,2020/8/3,2020/8/4,2020/8/5,2020/8/6,2020/8/7,2020/8/8,2020/8/9,2020/8/10,2020/8/11,2020/8/12,2020/8/13,2020/8/14,2020/8/15,2020/8/16,2020/8/17,2020/8/18,2020/8/19,2020/8/20,2020/8/21,2020/8/22,2020/8/23,2020/8/24,2020/8/25,2020/8/26,2020/8/27,2020/8/28,2020/8/29,2020/8/30,2020/8/31,2020/9/1,2020/9/2,2020/9/3,2020/9/4,2020/9/5,2020/9/6,2020/9/7,2020/9/8,2020/9/9,2020/9/10,2020/9/11,2020/9/12,2020/9/13,2020/9/14,2020/9/15,2020/9/16,2020/9/17,2020/9/18,2020/9/19,2020/9/20,2020/9/21,2020/9/22,2020/9/23,2020/9/24,2020/9/25,2020/9/26,2020/9/27,2020/9/28,2020/9/29,2020/9/30,2020/10/1,2020/10/2,2020/10/3,2020/10/4,2020/10/5,2020/10/6,2020/10/7,2020/10/8,2020/10/9,2020/10/10,2020/10/11,2020/10/12,2020/10/13,2020/10/14,2020/10/15,2020/10/16,2020/10/17,2020/10/18,2020/10/19,2020/10/20,2020/10/21,2020/10/22,2020/10/23,2020/10/24,2020/10/25,2020/10/26,2020/10/27,2020/10/28,2020/10/29,2020/10/30,2020/10/31,2020/11/1,2020/11/2,2020/11/3,2020/11/4,2020/11/5,2020/11/6,2020/11/7,2020/11/8,2020/11/9,2020/11/10,2020/11/11,2020/11/12,2020/11/13,2020/11/14,2020/11/15,2020/11/16,2020/11/17,2020/11/18,2020/11/19,2020/11/20,2020/11/21,2020/11/22,2020/11/23,2020/11/24,2020/11/25,2020/11/26,2020/11/27,2020/11/28,2020/11/29,2020/11/30,2020/12/1,2020/12/2,2020/12/3,2020/12/4,2020/12/5,2020/12/6,2020/12/7,2020/12/8,2020/12/9,2020/12/10,2020/12/11,2020/12/12,2020/12/13,2020/12/14,2020/12/15,2020/12/16,2020/12/17,2020/12/18,2020/12/19,2020/12/20,2020/12/21,2020/12/22,2020/12/23,2020/12/24,2020/12/25,2020/12/26,2020/12/27,2020/12/28,2020/12/29,2020/12/30,2020/12/31,2021/1/1,2021/1/2,2021/1/3,2021/1/4,2021/1/5,2021/1/6,2021/1/7,2021/1/8,2021/1/9,2021/1/10,2021/1/11,2021/1/12,2021/1/13,2021/1/14,2021/1/15,2021/1/16,2021/1/17,2021/1/18,2021/1/19,2021/1/20,2021/1/21,2021/1/22,2021/1/23,2021/1/24,2021/1/25,2021/1/26,2021/1/27,2021/1/28,2021/1/29,2021/1/30,2021/1/31,2021/2/1,2021/2/2,2021/2/3,2021/2/4,2021/2/5,2021/2/6,2021/2/7,2021/2/8,2021/2/9,2021/2/10,2021/2/11,2021/2/12,2021/2/13,2021/2/14,2021/2/15,2021/2/16,2021/2/17,2021/2/18,2021/2/19,2021/2/20,2021/2/21,2021/2/22,2021/2/23,2021/2/24,2021/2/25,2021/2/26,2021/2/27,2021/2/28,2021/3/1
10075,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,4,5,7,7,5,5,6,8,9,9,9,6,6,11,10,10,10,10,7,9,11,11,10,9,8,7,5,3,9,13,7,5,1,2,7,4,6,5,3,4,2,2,0,0,3,2,0,5,0,0,2,2,0,1,1,0,0,0,2,7,4,0,2,0,0,13,3,4,8,16,13,11,3,1,0,1,0,0,3,1,3,0,0,0,0,0,3,8,5,1,3,0,1,0,1,2,1,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,1,0,0,0,0,0,1,0,1,0,3,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,2,3,0,1,1,2,0,0,1,0,0,0,2,1,0,2,0,4,0,0,0,1,2,1,0,1,3,3,0,2,1,0,2,0,1,0,0,0,0,2,1,1,1,0,2,1,1,0,1,1,1,1,2,3,2,2,2,3,3,4,4,1,8,3,3,1,5,5,1,4,2,3,7,3,1,4,7,2,6,6,3,3,4,3,7,10,6,2,3,0,4,2,3,4,3,3,6,7,5,4,6,5,12,5,6,9,19,7,5,5,3,5,4,10,15,4,9,6,9,10,9,10,9,13,16,6,13,5,15,6,9,12,8,4,4,6,12,11,11,5,2,6,12,8,10,6,7,6,8,12,8,6,5,7,7,6,8,15,3,5,0,3,21,6,5,6,3,8,5,5,5,4,8,3
10128,0,0,0,0,0,0,0,0,0,0,1,2,2,3,6,7,8,10,11,7,7,10,12,13,14,14,9,10,17,15,15,16,15,10,6,17,16,15,14,12,10,8,7,21,29,7,9,7,13,10,10,9,8,12,4,3,3,10,0,1,1,3,2,2,3,7,2,2,2,8,4,4,6,2,3,3,0,2,2,1,3,4,3,1,1,3,1,3,2,3,2,1,0,1,0,1,2,0,0,2,1,0,1,2,0,0,2,0,0,3,0,1,1,2,1,1,2,2,2,1,4,0,2,0,0,0,1,2,0,1,0,3,0,0,0,4,2,2,2,0,3,3,1,2,0,0,0,1,2,2,2,2,1,2,0,2,0,0,1,2,0,0,0,3,2,1,1,0,0,0,0,2,1,0,0,1,0,0,0,2,1,0,2,3,0,2,2,2,0,0,0,0,1,0,1,1,3,2,5,0,0,0,1,2,2,0,0,2,1,1,0,1,1,0,1,2,1,2,4,1,1,3,2,2,3,0,4,1,0,2,0,3,3,3,2,0,1,3,1,3,3,2,2,8,10,2,6,0,1,7,9,4,5,6,3,9,3,9,11,5,5,4,7,7,7,4,10,9,6,15,4,12,8,7,8,9,15,12,9,16,5,16,13,4,5,3,3,10,8,8,6,27,18,6,18,12,11,16,18,11,14,19,15,11,21,11,14,18,12,13,14,26,12,14,24,20,25,18,17,28,22,24,17,12,7,16,18,18,19,14,17,11,19,17,20,17,22,11,17,23,21,33,15,9,6,6,6,21,17,20,19,8,5,33,11,23,16,9,15,9,12,11,15,11,8
10280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,2,1,2,0,1,2,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,2,0,1,1,1,1,3,1,0,1,0,0,1,0,1,3,2,4,3,1,6,0,2,1,1,1,1,0,0,1,0,0,2,4,1,2,1,2,2,2,4,3,5,5,4,2,4,1,1,4,2,2,5,1,2,2,3,3,1,1,0,3,3,1,1,0,2,0,5,0,2,4,3,3,1,3,1,1,0,0,1,1,4,0,2,2,2,1,2,2,1,3,0,6,0,1,0,1,5,1,4,0,1,1,0
10282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,4,2,1,1,1,3,0,1,2,1,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,1,2,1,3,1,0,2,2,0,0,0,0,0,2,1,0,2,0,0,0,1,0,0,0,0,0,1,0,1,4,0,1,0,0,1,0,3,1,0,3,0,0,0,1,0,0,0,0,1,0,5,0,2,1,0,0,2,1,0,1,1,3,0,0,0,0,1,0,1,0,2,2,3,0,1,2,0,0,2,0,1,1,2,2,2,2,1,1,1,0,0,2,1,0,0,1,0,1,6,0,1,3,2
10301,0,0,0,0,0,0,0,0,0,1,2,4,4,6,13,15,19,23,25,16,16,22,28,30,32,32,22,22,38,34,34,36,35,24,25,40,38,35,32,28,23,18,34,33,18,38,23,22,45,24,26,22,18,35,19,6,11,8,9,12,6,11,7,8,4,13,10,4,12,8,6,2,2,0,3,11,3,2,1,1,15,11,7,8,14,15,2,8,1,9,4,0,0,1,1,4,4,0,0,2,3,3,2,2,1,16,2,4,1,4,2,3,0,1,1,2,4,1,2,3,0,3,2,7,2,1,3,1,0,2,1,0,3,3,0,0,0,3,2,2,3,2,0,4,0,1,0,1,1,0,2,1,2,2,1,0,2,3,1,1,1,3,2,2,2,1,1,5,0,0,0,3,0,4,1,0,0,0,5,2,2,3,0,3,4,5,0,3,2,2,0,10,0,1,2,2,0,1,0,1,0,1,1,2,1,1,2,0,2,0,1,7,7,1,6,2,3,3,1,3,0,2,2,4,3,3,2,4,1,3,4,6,0,5,1,6,3,4,2,5,6,4,5,7,3,6,7,3,7,7,17,2,4,4,7,12,12,11,7,13,13,15,8,16,19,7,12,9,14,23,18,22,10,12,33,28,17,40,17,23,0,26,15,24,28,21,21,14,27,10,15,22,16,14,16,14,31,21,30,29,3,8,37,22,22,31,27,17,22,29,32,32,14,42,32,20,43,27,31,23,19,33,31,22,30,28,33,18,30,14,19,13,26,27,23,13,26,14,12,13,8,19,14,18,14,14,13,10,28,17,14,13,9,23,11,19,2,13,16,13,16,13,21,12,12
10302,0,0,0,0,0,0,0,0,0,0,1,2,2,4,8,9,11,14,15,10,9,13,16,18,18,19,13,13,22,20,20,21,21,14,17,23,22,20,19,16,14,11,9,26,7,20,16,19,13,14,13,13,10,19,7,4,7,7,4,9,3,6,7,5,3,5,7,2,3,7,5,1,0,2,5,4,1,1,2,4,1,2,0,1,0,1,3,3,3,4,3,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,2,1,0,0,2,2,1,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,3,0,0,2,0,2,4,2,0,4,1,2,2,1,4,0,0,0,0,0,2,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,2,2,2,0,1,0,1,2,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,2,4,1,2,0,0,1,3,1,1,2,1,0,0,2,1,2,1,2,2,1,2,3,3,4,4,0,6,4,3,2,0,2,7,4,4,5,6,2,8,5,1,1,8,2,6,6,8,13,9,7,8,6,11,16,6,18,10,14,4,14,15,10,12,9,9,8,17,8,9,11,4,11,6,10,12,19,14,7,2,9,12,23,21,23,13,16,9,18,12,12,22,17,11,11,21,15,14,26,14,8,11,9,20,12,17,13,13,14,13,8,20,9,11,8,5,7,10,6,6,8,12,8,6,6,6,12,9,9,5,7,3,10,4,8,7,11,8,12,6,12,7,14,8
10303,0,0,0,0,0,0,0,0,0,1,2,4,4,6,12,14,17,21,23,15,15,20,26,28,29,29,20,20,35,31,31,33,32,22,15,36,34,32,29,26,21,16,20,21,6,22,18,13,27,22,19,20,16,19,19,6,7,6,6,4,10,5,7,1,2,6,4,3,11,3,2,2,1,8,3,4,3,2,2,1,5,3,1,7,2,5,4,6,2,4,2,0,1,5,2,3,5,2,0,2,1,1,2,2,2,2,0,0,0,0,0,13,0,0,3,1,0,2,0,1,2,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,2,0,2,0,1,0,1,0,2,1,0,1,0,0,1,0,0,0,2,1,0,6,0,1,0,0,0,3,1,2,0,4,0,1,0,0,1,0,1,1,1,0,0,0,2,0,2,1,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,1,0,2,0,0,0,0,0,1,1,1,1,0,0,4,0,0,4,0,2,3,0,4,1,5,1,7,0,3,0,1,1,0,5,3,3,2,2,2,1,2,3,1,3,2,4,1,1,2,11,4,12,5,11,0,18,8,4,17,12,5,12,11,3,8,7,7,11,11,11,19,13,16,18,10,0,15,10,13,15,11,11,11,12,7,12,13,14,12,5,6,15,18,13,14,6,11,14,19,22,13,22,19,8,21,11,19,26,31,12,22,26,16,30,33,20,18,31,15,11,8,15,17,24,11,12,11,21,15,23,14,0,9,8,5,4,12,10,11,8,8,7,15,14,14,13,21,10,25,10,11,12,8,15,8,19,13,10,3,10
10304,0,0,0,0,0,0,0,0,0,2,3,4,5,7,15,18,21,27,29,19,18,26,32,35,36,37,25,25,44,39,39,41,41,28,22,45,43,40,36,32,27,21,17,29,17,60,32,30,28,27,21,25,20,21,19,7,14,8,13,12,14,15,13,5,15,11,15,4,3,12,4,1,1,5,4,7,5,2,2,3,4,8,1,1,3,4,8,0,11,3,2,0,4,1,0,2,3,1,2,0,1,5,3,4,3,4,2,0,0,2,1,0,2,1,4,0,1,0,0,2,4,0,2,3,2,0,2,1,1,1,1,1,0,0,1,4,1,0,0,8,2,3,0,2,0,6,0,3,6,1,1,1,2,4,0,1,3,4,3,3,3,3,1,3,4,5,3,1,1,0,5,4,2,2,1,3,3,2,1,1,1,0,2,3,2,2,2,1,2,2,0,6,3,3,1,1,4,1,1,4,1,3,2,2,1,1,1,0,2,1,2,3,6,0,6,1,1,3,3,2,4,2,4,3,1,1,5,7,4,4,0,7,0,3,1,4,2,0,7,5,5,4,4,5,9,4,4,11,0,16,1,11,6,7,13,12,10,11,8,10,20,18,16,8,23,14,16,17,27,19,20,19,14,24,21,20,27,24,42,29,0,34,13,12,14,10,10,17,26,24,26,27,10,19,19,25,16,45,25,19,17,13,39,31,38,50,47,15,13,35,34,50,43,34,47,24,34,57,31,39,42,37,43,28,24,37,44,29,37,25,34,6,35,31,34,22,21,14,18,7,7,39,8,28,22,22,20,25,26,23,22,15,14,26,11,24,10,28,16,16,20,19,21,23,18
10305,0,0,0,0,0,0,0,0,0,2,3,5,5,8,16,19,23,28,30,20,20,27,34,37,38,39,26,27,46,41,41,44,43,29,18,48,46,42,38,34,28,22,24,22,7,48,28,27,27,29,23,26,22,31,20,8,14,12,11,12,17,17,10,3,3,5,6,4,9,9,6,3,2,4,6,15,2,6,3,5,6,4,3,7,1,5,3,5,5,2,1,0,1,1,5,3,0,0,1,0,1,1,3,1,5,2,2,1,1,4,5,4,1,0,0,5,2,2,2,1,0,3,2,0,2,0,1,2,1,0,3,1,1,0,3,2,2,3,3,2,3,8,0,1,3,1,0,3,1,3,4,2,0,0,1,2,3,1,3,0,2,2,0,1,3,5,4,3,0,1,1,2,1,1,1,0,2,1,0,3,1,1,0,0,1,1,2,0,3,3,0,7,3,0,2,2,1,5,1,3,1,2,0,4,3,3,0,2,4,7,2,0,3,2,2,3,1,0,2,2,3,7,11,6,4,4,3,2,2,4,6,5,1,5,1,2,3,2,10,6,7,5,5,5,8,5,3,6,10,10,10,7,3,6,13,16,6,12,18,6,3,13,13,15,15,13,19,10,13,13,25,19,13,31,32,32,21,39,16,31,0,30,19,27,32,23,23,28,29,23,18,30,23,38,26,20,25,37,22,17,17,15,44,36,27,49,55,26,28,58,42,33,30,44,36,37,47,33,32,53,29,34,37,43,26,43,43,40,43,41,28,17,35,33,32,23,16,21,22,12,12,34,31,36,30,30,28,25,34,15,13,14,13,33,18,18,3,24,14,16,20,12,9,22,10
10306,0,0,0,0,0,0,0,0,0,2,3,5,6,9,18,21,26,32,35,23,22,31,39,42,44,44,30,31,53,47,47,50,49,34,39,55,52,48,44,39,32,25,31,24,13,47,21,31,34,33,25,30,25,32,16,9,12,10,9,12,11,7,12,10,4,4,11,4,11,15,6,1,0,5,9,8,0,5,1,4,5,1,4,5,2,5,3,1,0,2,5,0,0,3,3,8,5,2,0,4,0,2,2,0,2,1,1,3,0,1,0,1,0,1,1,2,3,1,3,2,4,1,1,2,1,0,2,1,0,4,1,1,2,3,1,3,2,2,1,3,2,1,0,2,1,0,0,1,4,6,2,3,0,2,1,1,4,3,2,0,4,1,2,2,2,2,1,6,1,1,1,1,3,1,1,0,2,2,0,1,2,2,0,2,1,2,0,3,1,1,0,5,6,3,5,4,6,3,1,3,3,6,1,6,1,1,4,4,1,3,0,11,7,5,2,3,0,1,2,2,6,5,18,4,2,3,4,3,2,5,5,6,5,7,6,8,3,1,0,6,7,5,5,8,0,4,8,1,13,11,17,11,6,24,15,24,11,30,22,16,25,24,37,15,34,25,31,20,20,45,16,33,25,56,47,50,16,73,42,53,29,51,39,27,32,23,23,30,0,117,32,39,36,30,33,31,48,51,60,40,25,43,58,53,61,84,67,32,37,64,55,62,53,47,56,38,61,50,59,60,55,56,42,41,30,48,46,43,55,23,36,27,29,47,38,38,39,17,19,13,9,37,26,32,34,34,31,26,30,28,22,19,30,32,42,22,6,23,33,20,28,26,23,30,40
10307,0,0,0,0,0,0,0,0,0,0,1,2,2,3,5,6,7,9,10,7,6,9,11,12,12,13,9,9,15,13,13,14,14,10,10,16,15,14,13,11,9,7,7,2,2,17,8,5,18,9,4,9,7,5,5,2,2,1,1,2,0,4,1,1,3,4,1,0,0,1,0,0,1,0,0,1,1,1,0,2,1,2,2,0,0,1,0,1,1,1,2,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,0,0,1,0,1,0,3,2,2,1,0,3,2,1,0,1,2,3,1,0,0,1,0,0,1,0,2,0,1,0,0,0,1,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,3,0,0,2,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,2,1,4,1,3,2,3,3,4,3,1,1,0,0,1,0,0,2,1,1,3,0,1,0,1,2,2,1,1,2,0,3,0,4,3,8,1,10,2,2,8,0,4,5,9,5,6,9,3,5,10,12,5,3,4,8,2,4,8,6,14,24,0,8,11,7,4,15,13,6,7,5,5,5,5,15,10,10,8,2,8,6,11,11,11,14,7,3,12,8,6,8,17,13,7,17,15,17,16,27,12,8,23,9,15,22,14,4,20,13,14,9,13,14,10,9,8,6,9,7,6,4,6,6,1,1,1,5,4,4,11,11,10,14,10,10,7,8,4,9,7,1,6,6,6,12,7,3,10,13,14
10308,0,0,0,0,0,0,0,0,0,0,2,3,3,5,9,11,13,16,17,11,11,16,20,21,22,22,15,16,27,24,24,25,25,17,17,28,26,24,22,20,16,13,11,9,9,19,8,8,10,17,12,15,12,14,8,4,3,1,2,3,3,3,4,2,0,2,3,2,1,3,4,1,4,1,1,1,1,1,1,1,0,1,0,0,0,0,0,2,1,5,0,1,2,1,1,1,0,0,1,1,0,0,1,0,0,3,1,0,1,0,0,1,0,0,1,0,2,1,0,1,1,1,0,2,2,0,1,6,0,2,3,3,3,0,3,1,1,2,1,0,0,2,0,1,3,3,0,1,3,2,0,0,0,0,0,0,1,2,1,0,1,0,2,0,2,1,0,2,0,1,0,0,0,2,3,0,3,1,2,3,0,0,0,1,1,0,2,0,3,4,0,8,1,2,5,4,1,1,0,1,3,0,0,2,1,0,2,0,4,0,1,6,1,2,4,4,3,2,3,1,0,2,7,0,2,4,0,1,0,7,1,3,2,4,4,0,1,1,1,3,3,2,2,3,4,1,1,3,5,12,5,6,3,9,11,1,6,14,8,3,8,12,18,3,15,14,18,13,16,9,9,12,15,15,17,25,19,24,27,28,35,12,18,31,36,27,27,17,18,12,12,18,17,25,17,17,23,30,26,17,5,16,26,25,17,29,31,19,19,28,32,41,21,21,39,24,30,29,19,40,23,21,18,13,18,32,22,18,24,14,11,13,12,23,15,12,18,17,7,8,10,10,10,17,13,13,12,14,12,19,20,17,12,22,19,16,13,14,11,6,14,18,9,4,8
10309,0,0,0,0,0,0,0,0,0,1,2,3,3,5,11,13,16,19,21,14,13,19,24,25,26,27,18,19,32,29,28,30,30,20,16,33,32,29,26,24,19,15,14,19,23,22,7,12,14,20,8,18,15,25,3,5,4,4,2,6,6,2,3,3,4,3,3,2,4,1,1,0,1,3,3,4,2,3,0,1,2,2,3,1,0,2,1,1,2,3,1,0,1,3,1,0,3,0,0,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,3,1,0,1,0,2,0,6,2,3,1,2,0,3,3,0,2,4,5,0,1,0,0,3,6,1,3,0,0,3,1,1,2,0,0,0,1,0,1,1,0,1,2,1,1,0,0,1,0,2,0,0,0,1,0,2,0,0,0,1,2,2,4,3,0,3,3,0,8,5,3,3,3,3,3,1,4,0,0,1,0,0,0,1,1,1,3,0,2,3,5,3,6,3,1,5,3,2,1,3,1,2,1,4,2,2,3,0,2,3,9,2,1,2,2,0,4,4,3,3,5,2,2,3,5,5,19,7,0,1,5,22,0,6,7,11,0,17,9,12,15,9,10,12,13,9,17,7,9,14,8,23,40,3,25,31,23,6,30,22,7,8,6,6,19,26,14,17,14,25,18,26,20,20,23,33,17,18,19,31,27,29,52,35,24,31,41,63,41,24,39,39,35,71,28,34,54,28,27,21,29,21,26,28,23,23,22,28,29,29,22,17,22,14,7,14,6,8,16,12,15,9,9,8,21,19,28,15,9,6,21,26,8,16,10,15,16,24,10,20,20,17
10310,0,0,0,0,0,0,0,0,0,0,1,3,3,4,9,10,12,15,16,11,11,15,18,20,21,21,14,15,25,22,22,24,23,16,19,26,25,23,21,18,15,12,14,16,12,27,12,14,28,16,14,14,12,18,12,4,9,9,5,14,8,10,5,5,7,8,4,2,6,1,0,1,0,3,3,3,4,3,0,1,1,1,1,2,0,1,3,0,3,2,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1,0,1,2,1,1,0,0,0,1,0,1,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,1,1,1,2,2,0,3,0,1,0,0,2,1,1,2,1,0,0,1,2,1,0,1,2,0,4,0,0,0,0,1,0,0,0,0,0,6,0,0,4,1,0,3,2,1,1,0,4,3,1,1,1,1,3,2,4,2,3,0,1,1,1,4,0,0,3,1,0,6,4,2,1,3,4,2,2,0,1,5,3,1,1,0,0,1,2,1,2,4,3,0,2,1,2,2,3,3,2,2,0,4,4,3,0,3,3,12,0,0,3,3,9,7,8,7,4,7,5,7,7,5,6,8,8,9,4,8,10,12,16,20,14,20,18,9,10,0,24,17,9,11,8,8,17,16,14,17,13,12,11,24,16,15,26,9,8,4,8,35,23,23,26,12,21,15,21,16,21,16,25,17,14,21,21,23,18,17,15,19,13,7,13,19,9,19,19,19,5,18,9,10,12,9,6,6,3,8,14,15,11,7,7,6,8,14,10,10,3,5,21,10,6,0,3,7,3,11,0,6,6,6
10312,0,0,0,0,0,0,0,0,0,2,3,6,6,9,19,22,27,33,36,24,23,32,40,43,45,46,31,32,55,49,49,51,51,34,20,57,54,50,45,40,33,26,24,33,17,36,24,23,39,34,13,31,25,29,18,9,10,4,8,11,8,11,13,6,5,6,3,3,5,7,9,2,1,4,1,7,2,3,2,4,5,7,3,4,0,4,4,5,2,5,3,0,1,2,3,3,3,0,1,1,2,1,2,1,2,0,1,0,0,0,0,0,0,1,0,1,2,2,4,4,1,7,2,1,8,2,4,0,0,5,5,9,3,2,3,6,6,5,2,0,5,7,0,3,6,7,2,3,5,3,3,4,2,0,1,3,1,4,0,0,4,1,1,3,2,3,2,5,0,0,0,1,0,0,3,2,0,0,3,2,0,2,6,0,2,4,0,1,3,4,0,7,8,0,2,2,5,7,1,5,3,5,1,3,5,4,4,4,3,1,1,5,3,2,5,2,11,2,2,5,3,6,8,9,3,2,3,4,5,9,0,6,2,6,2,5,4,7,5,8,8,6,7,14,7,11,12,4,11,28,7,7,2,15,33,4,12,13,21,18,19,23,10,16,16,26,38,21,25,28,21,20,27,31,50,69,7,63,41,36,0,55,48,49,57,42,42,36,34,32,26,44,25,39,31,37,32,48,44,48,29,17,50,42,59,66,67,42,42,73,75,63,58,76,63,59,85,82,55,66,44,32,40,55,48,50,53,49,37,34,18,37,32,31,22,21,25,18,17,12,10,31,21,31,28,28,26,23,22,29,28,22,8,44,30,23,16,17,18,33,32,29,41,30,24
